		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air	Temp	Temp	Temp	Hum	Hum		Soil 1	Soil 2	Soil 3	Soil 4	Soil 	Soil 	Soil 	Soil 	Leaf	Leaf	Leaf 	Leaf 	Wind	Wind	ISS 	Arc.
03/29/22	2:30 a	13.0	13.3	12.9	34	-2.5	8.0	NW	4.02	16.1	NNW	12.6	11.5	11.1	---	1018.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	16.2	35	0.7	14.4	7.05	1.2190	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
03/29/22	3:00 a	12.5	13.0	12.5	35	-2.6	9.7	NW	4.83	16.1	WNW	11.7	11.1	10.3	---	1018.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.122	0.000	16.2	35	0.7	14.4	7.05	1.2189	---	---	---	---	---	0.10	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
03/29/22	3:30 a	12.3	12.5	12.2	36	-2.4	9.7	NW	4.83	17.7	NW	11.4	10.9	10.1	---	1018.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.126	0.000	16.2	34	0.3	14.4	6.93	1.2188	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
03/29/22	4:00 a	11.9	12.3	11.9	37	-2.4	9.7	NW	4.83	19.3	WNW	10.9	10.6	9.7	---	1018.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.134	0.000	16.2	34	0.3	14.4	6.93	1.2189	---	---	---	---	---	0.10	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
03/29/22	4:30 a	11.6	11.9	11.5	39	-1.9	9.7	WNW	4.83	17.7	NW	10.6	10.4	9.4	---	1017.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.141	0.000	16.2	34	0.3	14.4	6.93	1.2187	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
03/29/22	5:00 a	11.2	11.6	11.2	39	-2.3	8.0	NW	4.02	19.3	WNW	10.4	10.1	9.3	---	1017.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.149	0.000	16.2	34	0.3	14.4	6.93	1.2186	---	---	---	---	---	0.10	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
03/29/22	5:30 a	10.8	11.2	10.8	40	-2.3	9.7	NW	4.83	16.1	NW	9.6	9.8	8.6	---	1017.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.157	0.000	16.2	34	0.3	14.4	6.93	1.2186	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
03/29/22	6:00 a	10.7	10.8	10.6	41	-2.1	8.0	NW	4.02	17.7	NW	9.8	9.7	8.8	---	1017.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.160	0.000	16.1	34	0.2	14.3	6.93	1.2187	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
03/29/22	6:30 a	10.3	10.7	10.3	42	-2.1	9.7	NW	4.83	20.9	WNW	9.1	9.4	8.2	---	1017.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.168	0.000	16.1	33	-0.2	14.3	6.83	1.2189	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
03/29/22	7:00 a	9.9	10.3	9.8	43	-2.1	9.7	NW	4.83	17.7	NNW	8.6	9.1	7.8	---	1017.6	0.00	0.0	0	0.00	5	0.0	0.00	0.0	0.176	0.000	16.1	33	-0.2	14.3	6.83	1.2189	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
03/29/22	7:30 a	9.9	9.9	9.8	43	-2.1	6.4	WNW	3.22	14.5	WNW	9.3	9.1	8.5	---	1017.9	0.00	0.0	17	0.73	35	0.0	0.00	0.0	0.176	0.000	16.1	33	-0.2	14.3	6.83	1.2195	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
03/29/22	8:00 a	10.3	10.3	9.9	43	-1.8	6.4	NW	3.22	14.5	NW	9.7	9.4	8.9	---	1017.9	0.00	0.0	74	3.18	113	0.0	0.00	0.0	0.168	0.000	16.1	34	0.2	14.3	6.93	1.2192	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
03/29/22	8:30 a	10.4	10.5	10.3	45	-1.0	8.0	NW	4.02	17.7	NW	9.4	9.6	8.7	---	1017.8	0.00	0.0	135	5.81	162	0.0	0.00	0.0	0.166	0.000	16.1	34	0.2	14.3	6.93	1.2189	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
03/29/22	9:00 a	11.3	11.3	10.4	46	0.1	12.9	NNW	6.44	20.9	NNW	9.6	10.3	8.7	---	1017.9	0.00	0.0	174	7.48	199	0.0	0.00	0.0	0.147	0.000	16.1	34	0.2	14.3	6.93	1.2193	---	---	---	---	---	0.15	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
03/29/22	9:30 a	12.9	12.9	11.3	44	0.9	12.9	NNW	6.44	22.5	NNW	11.5	11.7	10.3	---	1018.3	0.00	0.0	245	10.54	325	0.2	0.04	0.5	0.113	0.000	16.1	34	0.2	14.3	6.93	1.2198	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
03/29/22	10:00 a	14.6	14.6	12.9	42	1.8	9.7	NNW	4.83	17.7	NNW	14.2	13.2	12.8	---	1018.4	0.00	0.0	385	16.56	424	0.6	0.13	0.8	0.078	0.000	16.3	36	1.2	14.7	7.22	1.2181	---	---	---	---	---	0.23	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
03/29/22	10:30 a	16.7	16.7	14.7	37	1.9	9.7	N	4.83	17.7	N	16.7	15.1	15.1	---	1018.7	0.00	0.0	462	19.87	496	0.9	0.19	1.1	0.034	0.000	16.6	37	1.8	14.9	7.35	1.2172	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
03/29/22	11:00 a	17.9	17.9	16.7	35	2.2	9.7	N	4.83	17.7	N	17.9	16.2	16.2	---	1018.7	0.00	0.0	527	22.66	555	1.2	0.26	1.3	0.008	0.000	16.8	38	2.4	15.2	7.55	1.2160	---	---	---	---	---	0.36	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
03/29/22	11:30 a	19.3	19.4	17.9	32	2.2	9.7	N	4.83	20.9	NNW	19.3	17.6	17.6	---	1018.3	0.00	0.0	584	25.12	610	1.5	0.32	1.6	0.000	0.021	16.8	37	2.0	15.2	7.35	1.2154	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
03/29/22	12:00 p	20.7	20.7	19.3	28	1.5	11.3	NNW	5.63	25.7	NNE	20.7	18.6	18.6	---	1017.7	0.00	0.0	633	27.22	656	1.7	0.36	1.8	0.000	0.049	17.1	36	1.9	15.4	7.19	1.2137	---	---	---	---	---	0.43	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
03/29/22	12:30 p	20.9	21.1	20.6	26	0.7	16.1	NNE	8.05	30.6	N	19.7	18.7	17.5	---	1017.3	0.00	0.0	671	28.86	686	1.9	0.41	2.0	0.000	0.053	17.2	35	1.6	15.5	7.05	1.2129	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
03/29/22	1:00 p	21.4	21.5	20.9	26	1.1	14.5	NNE	7.24	30.6	NNW	20.7	19.4	18.6	---	1017.0	0.00	0.0	693	29.80	701	2.0	0.43	2.1	0.000	0.065	17.2	35	1.6	15.5	7.05	1.2126	---	---	---	---	---	0.56	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
03/29/22	1:30 p	21.9	21.9	21.4	22	-0.8	16.1	NNE	8.05	29.0	NNE	20.7	19.8	18.7	---	1016.5	0.00	0.0	697	29.97	701	2.0	0.43	2.1	0.000	0.074	17.1	34	1.1	15.3	6.89	1.2126	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
03/29/22	2:00 p	22.3	22.4	21.9	22	-0.4	17.7	NNE	8.85	30.6	NNE	20.9	20.5	19.1	---	1016.0	0.00	0.0	693	29.80	700	2.0	0.43	2.0	0.000	0.083	17.1	33	0.6	15.2	6.80	1.2125	---	---	---	---	---	0.61	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
03/29/22	2:30 p	22.5	22.6	22.3	22	-0.3	16.1	NNE	8.05	33.8	NNE	21.3	20.7	19.6	---	1015.5	0.00	0.0	672	28.90	686	1.8	0.39	1.9	0.000	0.087	17.2	33	0.7	15.3	6.79	1.2115	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
03/29/22	3:00 p	22.8	22.8	22.5	21	-0.7	16.1	NNE	8.05	30.6	NE	21.7	21.2	20.0	---	1015.0	0.00	0.0	627	26.96	659	1.6	0.34	1.7	0.000	0.094	17.1	33	0.6	15.2	6.80	1.2114	---	---	---	---	---	0.58	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
03/29/22	3:30 p	23.3	23.3	22.8	21	-0.3	14.5	NE	7.24	27.4	NNE	22.6	21.8	21.1	---	1014.4	0.00	0.0	592	25.46	621	1.3	0.28	1.5	0.000	0.103	16.9	33	0.5	15.1	6.80	1.2114	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
03/29/22	4:00 p	23.7	23.8	23.1	21	0.1	11.3	NNE	5.63	25.7	NNW	23.7	22.4	22.4	---	1014.2	0.00	0.0	535	23.01	566	1.1	0.24	1.2	0.000	0.112	16.8	33	0.4	15.0	6.80	1.2114	---	---	---	---	---	0.51	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
03/29/22	4:30 p	23.6	23.9	23.6	21	-0.0	12.9	NNE	6.44	25.7	NNE	23.3	22.2	21.9	---	1013.8	0.00	0.0	471	20.26	501	0.8	0.17	0.9	0.000	0.110	16.8	33	0.4	14.9	6.81	1.2112	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
03/29/22	5:00 p	23.9	24.0	23.6	21	0.3	14.5	NNE	7.24	24.1	NNW	23.2	22.7	21.9	---	1013.4	0.00	0.0	391	16.82	434	0.6	0.13	0.7	0.000	0.117	16.7	33	0.3	14.9	6.81	1.2110	---	---	---	---	---	0.43	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
03/29/22	5:30 p	24.2	24.2	23.9	20	-0.2	11.3	NNE	5.63	22.5	NNE	24.2	22.9	22.9	---	1013.3	0.00	0.0	319	13.72	360	0.0	0.00	0.5	0.000	0.123	16.8	33	0.4	14.9	6.81	1.2106	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
03/29/22	6:00 p	24.1	24.4	24.0	20	-0.3	9.7	NNE	4.83	22.5	NNE	24.1	22.7	22.7	---	1012.9	0.00	0.0	240	10.32	278	0.0	0.00	0.0	0.000	0.119	16.7	33	0.3	14.9	6.81	1.2104	---	---	---	---	---	0.30	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
03/29/22	6:30 p	23.8	24.1	23.8	20	-0.5	11.3	NNE	5.63	19.3	NNE	23.8	22.5	22.5	---	1012.9	0.00	0.0	155	6.67	214	0.0	0.00	0.0	0.000	0.115	16.7	33	0.3	14.9	6.81	1.2104	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
03/29/22	7:00 p	23.2	23.8	23.2	20	-1.0	11.3	N	5.63	20.9	NNE	23.2	21.7	21.7	---	1012.6	0.00	0.0	54	2.32	104	0.0	0.00	0.0	0.000	0.102	16.7	33	0.3	14.9	6.81	1.2101	---	---	---	---	---	0.20	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
03/29/22	7:30 p	22.3	23.2	22.3	22	-0.4	6.4	NNE	3.22	17.7	N	22.3	20.5	20.5	---	1012.6	0.00	0.0	8	0.34	21	0.0	0.00	0.0	0.000	0.083	16.7	33	0.3	14.9	6.81	1.2100	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
03/29/22	8:00 p	21.6	22.3	21.6	22	-1.0	4.8	NNE	2.41	8.0	NNE	21.6	19.4	19.4	---	1012.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.068	16.7	33	0.3	14.9	6.81	1.2099	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
03/29/22	8:30 p	21.2	21.6	21.2	23	-0.8	4.8	NNE	2.41	8.0	NNE	21.2	18.9	18.9	---	1012.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.060	16.7	33	0.3	14.8	6.81	1.2100	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
03/29/22	9:00 p	20.7	21.2	20.6	24	-0.6	3.2	NNE	1.61	4.8	NNE	20.7	18.3	18.3	---	1012.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.049	16.7	33	0.3	14.8	6.81	1.2100	---	---	---	---	---	0.10	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
03/29/22	9:30 p	20.3	20.6	20.2	25	-0.4	3.2	NNE	1.61	6.4	NNE	20.3	18.0	18.0	---	1012.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.041	16.7	33	0.3	14.8	6.81	1.2101	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
03/29/22	10:00 p	19.7	20.3	19.7	27	0.1	3.2	NNE	1.61	6.4	NNE	19.7	17.5	17.5	---	1012.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	16.7	33	0.3	14.8	6.81	1.2098	---	---	---	---	---	0.10	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
03/29/22	10:30 p	18.4	19.7	18.4	28	-0.5	1.6	NNE	0.80	6.4	NNE	18.4	16.2	16.2	---	1012.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.001	16.7	34	0.8	14.9	6.91	1.2093	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
03/29/22	11:00 p	17.9	18.4	17.6	29	-0.4	3.2	NNE	1.61	4.8	NNE	17.9	15.8	15.8	---	1011.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.009	0.000	16.7	34	0.8	14.9	6.91	1.2089	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
03/29/22	11:30 p	16.8	17.9	16.8	31	-0.4	1.6	NNE	0.80	4.8	NNE	16.8	14.9	14.9	---	1011.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	16.7	34	0.8	14.9	6.91	1.2088	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
03/30/22	12:00 a	16.1	17.1	16.0	31	-1.1	4.8	NNE	2.41	8.0	NNW	16.1	14.2	14.2	---	1011.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.047	0.000	16.8	34	0.8	15.0	6.91	1.2085	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
03/30/22	12:30 a	16.5	16.5	16.1	30	-1.2	6.4	NNW	3.22	8.0	NNW	16.5	14.6	14.6	---	1011.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.8	34	0.9	15.1	6.90	1.2083	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
03/30/22	1:00 a	16.4	16.8	16.4	30	-1.2	6.4	NNW	3.22	11.3	NW	16.4	14.5	14.5	---	1012.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	16.8	34	0.9	15.1	6.90	1.2085	---	---	---	---	---	0.10	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
03/30/22	1:30 a	14.6	16.4	13.8	31	-2.4	6.4	W	3.22	12.9	W	14.6	12.8	12.8	---	1011.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	16.8	34	0.9	15.1	6.90	1.2082	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	691	1	100.0	30
03/30/22	2:00 a	15.3	15.3	14.6	30	-2.2	4.8	W	2.41	9.7	W	15.3	13.4	13.4	---	1011.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.063	0.000	16.8	34	0.9	15.1	6.90	1.2077	---	---	---	---	---	0.10	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
03/30/22	2:30 a	15.4	15.7	15.3	30	-2.1	4.8	WNW	2.41	9.7	WNW	15.4	13.5	13.5	---	1011.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.061	0.000	16.9	34	0.9	15.1	6.90	1.2071	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
03/30/22	3:00 a	13.9	15.3	13.9	33	-2.1	3.2	WNW	1.61	6.4	WNW	13.9	12.3	12.3	---	1010.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	16.8	34	0.9	15.1	6.90	1.2070	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
03/30/22	3:30 a	13.9	13.9	13.8	33	-2.1	4.8	WNW	2.41	8.0	WNW	13.9	12.3	12.3	---	1010.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.091	0.000	16.9	34	0.9	15.1	6.90	1.2064	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
03/30/22	4:00 a	13.1	13.9	13.1	34	-2.4	3.2	WNW	1.61	6.4	WNW	13.1	11.6	11.6	---	1010.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.109	0.000	16.9	34	0.9	15.1	6.90	1.2065	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
03/30/22	4:30 a	11.9	13.1	11.8	35	-3.1	3.2	WNW	1.61	6.4	WNW	11.9	10.6	10.6	---	1010.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.133	0.000	16.9	34	1.0	15.2	6.90	1.2064	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
03/30/22	5:00 a	12.3	12.3	11.8	34	-3.1	4.8	WNW	2.41	8.0	WNW	12.3	10.9	10.9	---	1010.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.125	0.000	16.9	34	0.9	15.1	6.90	1.2067	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
03/30/22	5:30 a	12.5	12.7	12.3	35	-2.6	6.4	WNW	3.22	12.9	NNE	12.3	11.1	10.9	---	1010.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.122	0.000	16.9	33	0.5	15.1	6.80	1.2064	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
03/30/22	6:00 a	11.8	12.5	11.8	39	-1.7	3.2	NE	1.61	8.0	NE	11.8	10.6	10.6	---	1010.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.137	0.000	16.9	34	0.9	15.1	6.90	1.2065	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
03/30/22	6:30 a	11.1	11.8	11.1	40	-2.0	0.0	NE	0.00	3.2	NE	11.1	10.1	10.1	---	1010.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.150	0.000	16.9	34	0.9	15.1	6.90	1.2070	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
03/30/22	7:00 a	11.4	11.4	11.0	39	-2.0	1.6	NE	0.80	4.8	NE	11.4	10.3	10.3	---	1010.7	0.00	0.0	3	0.13	12	0.0	0.00	0.0	0.144	0.000	16.9	34	0.9	15.1	6.90	1.2068	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
03/30/22	7:30 a	11.7	11.7	11.4	39	-1.8	3.2	NE	1.61	8.0	NE	11.7	10.5	10.5	---	1010.2	0.00	0.0	26	1.12	37	0.0	0.00	0.0	0.138	0.000	16.9	34	0.9	15.1	6.90	1.2061	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
03/30/22	8:00 a	10.3	11.9	10.3	36	-4.2	3.2	WSW	1.61	11.3	W	10.3	9.3	9.3	---	1010.9	0.00	0.0	45	1.94	58	0.0	0.00	0.0	0.168	0.000	16.9	34	0.9	15.1	6.90	1.2070	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
03/30/22	8:30 a	11.8	11.8	10.1	39	-1.7	1.6	WSW	0.80	4.8	WSW	11.8	10.6	10.6	---	1010.9	0.00	0.0	119	5.12	178	0.0	0.00	0.0	0.137	0.000	16.9	34	1.0	15.2	6.90	1.2067	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
03/30/22	9:00 a	13.9	13.9	11.7	34	-1.7	1.6	WSW	0.80	6.4	WSW	13.9	12.3	12.3	---	1011.4	0.00	0.0	153	6.58	193	0.0	0.00	0.0	0.093	0.000	16.9	34	1.0	15.2	6.90	1.2073	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
03/30/22	9:30 a	16.3	16.3	13.9	31	-0.9	1.6	WSW	0.80	6.4	WSW	16.3	14.4	14.4	---	1011.3	0.00	0.0	212	9.12	264	0.0	0.00	0.0	0.043	0.000	16.9	34	1.0	15.2	6.90	1.2072	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
03/30/22	10:00 a	19.1	19.1	16.3	29	0.6	0.0	N	0.00	4.8	N	19.1	17.1	17.1	---	1011.3	0.00	0.0	321	13.80	357	0.3	0.06	0.5	0.000	0.016	17.1	33	0.7	15.3	6.79	1.2066	---	---	---	---	---	0.15	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
03/30/22	10:30 a	20.7	21.0	19.1	26	0.5	1.6	WSW	0.80	4.8	WSW	20.7	18.5	18.5	---	1011.1	0.00	0.0	394	16.94	432	0.6	0.13	0.7	0.000	0.050	17.2	33	0.8	15.4	6.79	1.2059	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
03/30/22	11:00 a	20.4	20.7	20.2	28	1.3	8.0	ENE	4.02	17.7	ENE	20.4	18.3	18.3	---	1010.4	0.00	0.0	403	17.33	466	0.7	0.15	0.8	0.000	0.043	17.4	32	0.5	15.6	6.58	1.2045	---	---	---	---	---	0.28	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
03/30/22	11:30 a	22.2	22.2	20.4	28	2.8	6.4	ENE	3.22	14.5	ENE	22.2	20.6	20.6	---	1010.8	0.00	0.0	459	19.74	548	0.9	0.19	1.1	0.000	0.080	17.5	32	0.6	15.7	6.58	1.2045	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
03/30/22	12:00 p	23.3	23.3	22.2	24	1.6	6.4	SSE	3.22	12.9	S	23.3	21.9	21.9	---	1010.5	0.00	0.0	549	23.61	617	1.1	0.24	1.2	0.000	0.103	17.4	33	1.0	15.6	6.78	1.2041	---	---	---	---	---	0.36	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
03/30/22	12:30 p	23.4	23.4	22.6	25	2.2	8.0	ESE	4.02	14.5	ESE	23.4	22.1	22.1	---	1010.5	0.00	0.0	448	19.27	624	1.0	0.21	1.3	0.000	0.105	17.7	33	1.2	15.8	6.77	1.2031	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
03/30/22	1:00 p	24.1	24.1	23.4	20	-0.3	9.7	SE	4.83	19.3	SE	24.1	22.7	22.7	---	1010.3	0.00	0.0	614	26.41	654	1.3	0.28	1.4	0.000	0.119	17.8	32	0.8	15.9	6.57	1.2026	---	---	---	---	---	0.43	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
03/30/22	1:30 p	24.4	24.6	23.9	19	-0.7	8.0	SSE	4.02	19.3	SSE	24.4	23.1	23.1	---	1009.6	0.00	0.0	564	24.26	643	1.2	0.26	1.4	0.000	0.126	17.8	31	0.5	15.9	6.47	1.2017	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
03/30/22	2:00 p	24.9	24.9	24.1	19	-0.3	8.0	SE	4.02	16.1	ESE	24.9	23.6	23.6	---	1009.0	0.00	0.0	499	21.46	621	1.0	0.21	1.2	0.000	0.137	18.0	30	0.1	16.1	6.26	1.2006	---	---	---	---	---	0.43	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
03/30/22	2:30 p	24.3	25.0	24.3	20	-0.1	9.7	ESE	4.83	17.7	ESE	24.3	23.0	23.0	---	1008.3	0.00	0.0	205	8.82	383	0.2	0.04	0.9	0.000	0.124	18.0	29	-0.3	15.9	6.15	1.1999	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
03/30/22	3:00 p	23.7	24.3	23.7	20	-0.6	12.9	E	6.44	22.5	E	23.4	22.3	22.1	---	1007.1	0.00	0.0	143	6.15	197	0.0	0.00	0.0	0.000	0.112	17.8	30	-0.0	15.8	6.27	1.1993	---	---	---	---	---	0.25	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
03/30/22	3:30 p	24.5	24.5	23.7	18	-1.4	8.0	ESE	4.02	17.7	ESE	24.5	23.1	23.1	---	1007.1	0.00	0.0	246	10.58	427	0.2	0.04	0.7	0.000	0.128	17.7	30	-0.1	15.7	6.27	1.1998	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
03/30/22	4:00 p	24.8	24.8	24.5	19	-0.4	6.4	E	3.22	16.1	ENE	24.8	23.4	23.4	---	1007.4	0.00	0.0	154	6.62	250	0.0	0.00	0.0	0.000	0.134	17.5	31	0.2	15.6	6.48	1.2006	---	---	---	---	---	0.23	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
03/30/22	4:30 p	25.2	25.2	24.8	18	-0.9	4.8	N	2.41	11.3	E	25.2	23.8	23.8	---	1006.8	0.00	0.0	170	7.31	230	0.0	0.00	0.0	0.000	0.142	17.4	31	0.1	15.6	6.48	1.2002	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
03/30/22	5:00 p	24.8	25.2	24.7	20	0.3	8.0	ESE	4.02	14.5	E	24.8	23.6	23.6	---	1006.3	0.00	0.0	73	3.14	128	0.0	0.00	0.0	0.000	0.134	17.4	31	0.1	15.5	6.48	1.1999	---	---	---	---	---	0.18	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
